record_id,bagobo_text,english_text,tagalog_text,cebuano_text
SENT-0483,Tô gó tô pasusun nu katô batà.,That is what you have the baby suck.,Iyon ang ipapasipsip mo sa sanggol.,Kana ang imong ipasupsop sa bata.
SENT-0484,"Pángnga katô, mému dán áskandin pasusun katô innà.","After that, the mother may let it nurse suck.","Pagkatapos niyon, pwede nang hayaan ng ina na dumede.","Human niana, mahimo nang patotyoyon sa inahan."
SENT-0485,"Tô dángngan, pagpurga katô mga katugállan, tô kun pariyà.","Previously, what the old ones used as a purge, it was ampalaya.","Dati, ang ginagamit ng matatanda na pampurga, ito ay ampalaya.","Kaniadto, ang ginagamit sa mga tigulang isip pampurga, ampalaya."
SENT-0486,"Asal áknganni, igiwà dán tô pariyà, su tô pariyà, madita dán ágpamulak gulay na gispriyan dan, na tô daun, ágkéspriyan pagsik.","But nowadays, ampalaya has been discontinued, because ampalaya, many now plant it for viand and they spray it, and the leaves, they are also sprayed.","Pero sa panahon ngayon, itinigil na ang ampalaya, dahil ang ampalaya, marami na ang nagtatanim para gawing ulam at iniisprayhan nila ito, at pati ang dahon ay iniisprayhan din.","Apan karon, giundang na ang paggamit sa ampalaya, tungod kay ang ampalaya, daghan nag nagatanom niini isip sud-an ug gina-isprehan nila kini, ug ang mga dahon, gina-isprehan usab."
SENT-0487,Tô gó tô makamáddang gamitán pa tô pariyà parak gabatà na mantu ipamasusu.,That is why it would be frightening to use ampalaya for babies that have just been born.,Iyon ang dahilan kung bakit nakakatakot gamitin ang ampalaya sa mga sanggol na bagong panganak.,Mao kana nganong makahadlok gamiton ang ampalaya alang sa mga bata nga bag-ong nahimugso.
SENT-0488,Tô gó tô isóddóran ku para ka gabatà.,That is what I know about babies.,Iyan ang alam ko tungkol sa mga sanggol.,Mao kana ang akong nahibal-an bahin sa mga bata.
SENT-0489,Tô taladuma,Spouses,Mga Asawa,Managtiayon
SENT-0490,Madigál su kannun kó.,It is good because you are here.,Mabuti dahil nandito ka.,Maayo kay nia mo.
SENT-0491,"Na, mantu kó taladuma.",Now you are a newly married couple.,Kayo ngayon ay bagong kasal.,Karon mga bag-ong kasal na mo.
SENT-0492,"Takud kannun, tô panámdám yu, na sikiyu taladuma kó.","From now on, what you should bear in mind, it is that you are a married couple.","Mula ngayon, ang dapat ninyong isaisip, na kayo ay mag-asawa na.","Sukad karon, ang angay ninyong ibutang sa hunahuna, mao nga managtiayon na mo."
SENT-0493,Yakó ágpamatayé.,Do not fight with each other.,Huwag kayong mag-aaway.,Ayaw mo pag-away sa usag usa.
SENT-0494,Lumu kók madigál.,Do what is good.,Gawin ang mabuti.,Buhata ang maayo.
SENT-0495,"Tô é lumu yu, tô nángngà makabággé ka dayó tun ta pusung katô duma nu.","What you are to do, it is what can adequately give joy to the heart of your spouse.","Ang dapat mong gawin, ito ay ang sapat na makapagpapabigay ng ligaya sa puso ng iyong asawa.","Ang angay ninyong buhaton, mao ang makahatag og igong kalipay sa kasingkasing sa inyong kapikas."
SENT-0496,"Áskuna bayi, yaka ágpallayat katô mama.","You woman, do not make yourself superior to the man.","Ikaw babae, huwag mong gawing nakatataas ang sarili mo sa lalaki.","Ikaw babaye, ayaw buhata ang imong kaugalingon nga labaw pa sa lalaki."
SENT-0497,"Pabbabà ka katô mama, kumu sikuna, bayi ka.","Make yourself inferior to the man, because you, you are a woman.","Gawin mong nasa ilalim ka ng lalaki, dahil ikaw, ikaw ay isang babae.","Ipaubos ang imong kaugalingon sa lalaki, tungod kay ikaw, babaye ka."
SENT-0498,"Na, sikuna pagsik mama, yan é lumu nu, tô nángngà makabággék dayó katô duma nu.","Now, you man, the thing you are to do, it is to adequately give joy to your spouse.","Ngayon, ikaw lalaki, ang bagay na dapat mong gawin, ito ay ang sapat na magbigay ng ligaya sa iyong asawa.","Karon, ikaw lalaki, ang butang nga angay mong buhaton, mao ang igong paghatag og kalipay sa imong kapikas."
SENT-0499,"Yaka áglumu katô makabággé kandin ka masakit ginawa, para madrigal é kóddô yu.","Do not do what may give her painful feelings, so that your living will be good.","Huwag mong gawin ang maaaring magbigay sa kanya ng masakit na damdamin, upang maging mabuti ang inyong pamumuhay.","Ayaw buhata ang makahatag kaniya og masakit nga mga pagbati, aron magmalinawon ang inyong pagpuyo."
SENT-0500,"Parispituwé kó, na móddô kó.","Respect each other, and live in peace.","Igalang ninyo ang isa't isa, at mamuhay nang payapa.","Tahura ang usag usa, ug pagpuyo nga malinawon."
SENT-0501,Lumu kó katô nángngà makabággé ákniyu ka kadigállan dutun ta ákniyu kóddô.,Do what will adequately give you what will be a benefit to your lives.,Gawin ang sapat na makapagbibigay sa inyo ng pakinabang sa inyong buhay.,Buhata kon unsa ang igong maghatag kaninyo og kaayohan sa inyong kinabuhi.
SENT-0502,Yaka áglumu katô nángngà na makabággé ka prubléma tun ta ákniyu kóddô.,Do not do what can just give problems to your lives.,Huwag gawin ang bagay na magbibigay lang ng problema sa inyong buhay.,Ayaw buhata kon unsa ang makahatag ra og problema sa inyong kinabuhi.
SENT-0503,"Tô lumu yu, tô nángngà makadigál ákniyu, makabággék dayó, asta makabággé pagsik ka dayó dutun ta ákniyu silingan.","What you should do, it is what will adequately benefit you, what will give joy, and what will also give joy to your neighbor.","Kung ano ang dapat ninyong gawin, ito ay sapat na pakinabang para sa inyo, kung ano ang makakapagbigay ng saya, at kung ano rin ang makakapagbigay saya sa inyong kapwa.","Ang angay ninyong buhaton, mao kon unsa ang igong makahatag kaayohan kaninyo, kon unsa ang makahatag og kalipay, ug kon unsa ang makahatag usab og kalipay sa inyong silingan."
SENT-0504,"Na imu kó ka ákniyu sarili góddóan, para madigál tô ákniyu kóddô; asta pamula kó, abô manté kó.","And make your own dwelling place, so that your lives will be good; and plant things, so that you may survive.","At gumawa kayo ng sarili ninyong tirahan, upang maging mabuti ang inyong buhay; at magtanim para mabuhay kayo.","Ug maghimo mo og inyong kaugalingong puloy-anan, aron moasenso ang inyong kinabuhi; ug mananom mo, aron mabuhi mo."
SENT-0505,"Su dutut tapuli álló ka duwán dán gabatà yu, mému tô gabatà yu makóskuwila na duwán kangayan yu ka gastu, su sikiyu, na duwán man lumu yu.","Because in days to come when you have children, it will be possible that your children will be able to go to school and you will have resources for paying expenses, because you, you have your work.","Dahil sa mga darating na araw kapag nagkaroon kayo ng mga anak, magiging posible na makapag-aral ang inyong mga anak at magkakaroon kayo ng panggastos, dahil kayo, may trabaho kayo.","Kay sa mga umaabot nga adlaw kon manganak mo, posibleng makaskwela ang inyong mga anak ug makabaton mog ikagasto, kay kamo, duna man moy inyong trabaho."
SENT-0506,"Asta tô mga silingan yu, rispituwi yu.","And as for your neighbors, respect them.","At tungkol sa inyong mga kapitbahay, igalang ninyo sila.","Ug bahin sa inyong mga silingan, tahura sila."
SENT-0507,Pamuyù yu tô madigál ginawa katô simbalé yu.,Solicit the good feelings of your neighbors.,Hingin ninyo ang magagandang pakiramdam ng inyong mga kapitbahay.,Pangayoa ang mga maayong pagbati sa inyong mga silingan.
SENT-0508,"Lahat katô nángngà makadigál katô kóddô yu, tô gó é lumu yu.","All that can adequately benefit your lives, that is what you should do.","Lahat ng sapat na makapagbibigay pakinabang sa inyong buhay, iyon ang dapat ninyong gawin.","Ang tanang igo nga makahatag og kaayohan sa inyong kinabuhi, mao kana ang angay ninyong buhaton."
SENT-0509,"Unauna ka lahat, sadun kó tun ta simbaan, para kada Duminggu pakadinág kó katô Kagik Manama na makabággé kadigállan dutun ta ákniyu kóddô.","First of all, go to church, so that every Sunday you can hear the Word of God which can produce benefits in your lives.","Una sa lahat, magpunta sa simbahan, upang tuwing Linggo ay marinig ninyo ang Salita ng Diyos na maaaring magbunga ng pakinabang sa inyong buhay.","Una sa tanan, simba mo, aron matag Domingo makadungog kamo sa Pulong sa Diyos nga makamugnag kaayohan sa inyong kinabuhi."
SENT-0510,"Kabággayan kók mga tinurù tun ta kóddô, tun ta ágpid ka pamilya, asta dutun ta ágpid katô ákniyu mga simbalé.","You will be given instruction about life, about how to lead the family, and about how to lead your neighbors.","Bibigyan kayo ng turo tungkol sa buhay, tungkol sa pag-akay sa pamilya, at tungkol sa pakikitungo sa inyong mga kapitbahay.","Hatagan kamo og pahimangno bahin sa kinabuhi, bahin sa paggiya sa pamilya, ug bahin sa paggiya sa inyong mga silingan."
SENT-0511,Bággé kók pagrispitu dutun ta agad sadan manubù.,Give respect to everyone regardless of who they are.,Magbigay galang sa lahat anuman ang kanilang pagkatao.,Paghatag og pagtahod sa tanan bisag kinsa pa sila.
SENT-0512,"Asta tô ákniyu, linisi yu tô ákniyu góddóan.","And as for you, keep the place clean where you live.","At tungkol sa inyo, panatilihing malinis ang lugar na inyong tinitirhan.","Ug bahin kaninyo, hupti nga limpyo ang lugar nga inyong gipuy-an."
SENT-0513,Imu kók mga gindássan.,Make toilets.,Gumawa ng palikuran.,Paghimo mog mga kasilyas.
SENT-0514,"Tô mga manuk yu, kulung yu para dì kó makabággé makadisturbu katô mga silingan yu.","As for your chickens, confine them so you will not create a disturbance for your neighbors.","Tungkol sa inyong mga manok, ikulong niyo ang mga ito para hindi kayo lumikha ng abala sa inyong mga kapitbahay.","Bahin sa inyong mga manok, ikulong sila aron dili mo makahimo og kasamok alang sa inyong mga silingan."
SENT-0515,"Atin duwán babuy yu, kulung yu.","If you have a pig, confine it.","Kung may baboy kayo, ikulong niyo ito.","Kung aduna moy baboy, ikulong kini."
SENT-0516,"Atin duwán manuk yu, imuwi yuk pultri.","If you have chickens, build a chicken pen for them.","Kung may manok kayo, ipagpatayo niyo ito ng kulungan.","Kung aduna moy manok, pagtukod og tangkal sa manok para nila."
SENT-0517,"Na atin duwán mga patu yu, kural yu, abô dì pakagawas.","And if you have ducks, fence them in, so they will not be able to get out.","At kung may mga pato kayo, bakuran niyo, para hindi sila makalabas.","Ug kon duna kamoy mga pato, palibuti nig koral, aron dili sila makagawas."
SENT-0518,"Dì pakasirà katô pamula katô duma manubù, para ándà samuk yu góddô.","The ducks will not be able to destroy the plants of other people, so that you will have no disturbance while you live.","Hindi masisira ng mga pato ang halaman ng ibang tao, para wala kayong maging abala habang kayo ay nabubuhay.","Dili maguba sa mga pato ang mga tanom sa ubang tawo, para wala kamoy samok samtang nagpuyo mo."
SENT-0519,Dì kó makapamuyù katô sókó katô silingan yu.,Do not solicit the anger of your neighbors.,Huwag ninyong udyukin ang galit ng inyong mga kapitbahay.,Ayaw pangitaa ang kasuko sa inyong mga silingan.
SENT-0520,"Linisi yu tô ákniyu góddóan, asta pamula kók bulak para madigál é kasállág, na malinis tô ákniyu góddóan.","Clean the place where you live, and plant flowers so that the flowers will be good to look at, and the place where you live will be clean.","Linisin ninyo ang lugar na tinitirhan niyo, at magtanim ng mga bulaklak para maging maganda itong pagmasdan, at maging malinis ang lugar kung saan kayo nakatira.","Hinloi ang lugar nga inyong gipuy-an, ug pagtanom og mga bulak aron ang mga bulak nindot tan-awon, ug ang lugar nga inyong gipuy-an limpyo."
SENT-0521,Péskuwila yu tô gabatà yu,Have your children attend school,Papag-aralin niyo ang inyong mga anak,Paskwelaha ang inyong mga anak
SENT-0522,Salamat su kannun kó.,Thank you because you are here.,Salamat dahil nandito kayo.,Salamat kay nia mo.
SENT-0523,"Yan ágpamuyuán ku diyan ákniyu, tô gabatà yu, péskuwila yu, abô dutun ta tapuli álló, na mému áskandan na sábbad pagsik mid kani kóddô.","What I am asking of you is, your children, have them attend school, so that at some future time, it may be possible that one of them also will lead this community.","Ang hinihiling ko sa inyo ay, ang inyong mga anak, papag-aralin ninyo sila, para sa darating na panahon, posibleng isa rin sa kanila ang mamuno sa pamayanang ito.","Ang gihangyo nako kaninyo kay, ang inyong mga anak, paskwelaha sila, aron sa umaabot nga panahon, basin ug usa kanila ang mangulo niining komunidad."
SENT-0524,"Su kailangan tô gabatà makóskuwila para makakatig áskandan asta makakitak lumu tut tapuli álló, su dì maluku áskandan, asta makakatig áskandan ágpid katô kandan kóddô.","Because children must go to school so that they can become knowledgeable and be able to find work at some future time, because they will not be deceived, and they will know how to lead their community.","Sapagkat ang mga bata ay dapat pumasok sa paaralan para sila ay magkaroon ng kaalaman at makahanap ng trabaho pagdating ng araw, para hindi sila maloko, at malaman nila kung paano pamunuan ang kanilang pamayanan.","Kay ang mga bata kinahanglang moeskwela aron sila makabaton og kahibalo ug makakita og trabaho sa umaabot nga panahon, kay dili sila mailad, ug makahibalo sila unsaon paggiya sa ilang komunidad."
SENT-0525,"Tô edyukasyon, impórtanti, atin tô gabatà, mikóskuwila, tô gó tô sábbad na parihu handumanan tun kandan, tun ta ginikanan dan, tô edyukasyon na migbággé ta.","Education, it is important, because if the children are able to attend school, that is what will be like a remembrance to them, to their parents, the education that we have given to them the children.","Ang edukasyon, ito ay mahalaga, dahil kung makakapag-aral ang mga bata, ito ang magsisilbing alaala sa kanila, sa kanilang mga magulang, ang edukasyong ibinigay natin sa kanila.","Ang edukasyon, importante kana, kay kung ang mga bata makaskwela, maora na kinig handumanan ngadto kanila, sa ilang mga ginikanan, ang edukasyon nga atong gihatag kanila nga mga bata."
SENT-0526,"Tô edyukasyon, dì mému makangé dutun áknikó.","Education, it is not possible for it to be taken away from you.","Ang edukasyon, hindi posibleng makuha ito mula sa inyo.","Edukasyon, imposibleng mawala kana kanimo."
SENT-0527,Dì mému magóbbó.,It is not possible for it to be burned up.,Hindi ito posibleng masunog.,Imposible nga masunog kini.
SENT-0528,"Tô mga prupidad katananan yu mibággé tut gabatà, mému pa takón, mému pa magóbbó, mému pa masirà, pero tô edyukasyon igbággé yu katô gabatà yu, dì méwà dutun kandan.","As for the property you will leave behind to be given to your children, it is possible for it to be stolen, it is possible for it to be burned, it is possible for it to be destroyed, but the education you gave to your children, it cannot be taken away from them.","Tungkol sa ari-ariang iiwan ninyo para ibigay sa inyong mga anak, posible itong manakaw, posible itong masunog, posible itong masira, ngunit ang edukasyong ibinigay ninyo sa inyong mga anak, hindi ito makukuha sa kanila.","Bahin sa kabtangan nga imong ibilin aron ihatag sa imong mga anak, posibleng makawat, posibleng masunog, posibleng maguba, apan ang edukasyon nga imong gihatag sa imong mga anak, dili kana makawat gikan kanila."
SENT-0529,Mugtukmugtuk dutun kandan hanggang kamatayan na dì méwà dutun kandan.,It is forever with them until death and cannot be taken away from them.,Kasama nila ito habambuhay hanggang kamatayan at hindi makukuha sa kanila.,Uban kini kanila sa kahangtoran hangtod sa kamatayon ug dili makuha gikan kanila.
SENT-0530,"Purisu yan gabatà yu, péskuwila yu.","Therefore your children, have them attend school.","Kaya ang mga anak ninyo, papag-aralin ninyo sila.","Busa ang inyong mga anak, paskwelaha sila."
SENT-0531,"Asta para makasupurtar kó katô gabatà yu guskuwila, lumu kó abô duwán para magastu katô gabatà yu.","And so that you will be able to support your children attending school, work so that you will have something for paying the expenses of your children.","At para masuportahan ninyo ang inyong mga anak sa pag-aaral, magtrabaho kayo para mayroon kayong pambayad sa gastusin ng inyong mga anak.","Ug aron makasuporta mo sa pag-eskwela sa inyong mga anak, panarbaho mo aron aduna moy ikabayad sa mga galastohan sa inyong mga anak."
SENT-0532,Na mému áskandan makapángngak high school ó makapángnga dutun ta kulihiyu.,Then it will be possible for them to finish high school or to finish college.,Pagkatapos ay magiging posible na makatapos sila ng high school o makatapos ng kolehiyo.,Unya posible nga makahuman silag high school o makahuman og kolehiyo.
SENT-0533,"Purisu sikiyu ginikanan, na intrisadu kó póskuwila katô gabatà yu abô tô gabatà yu, mému kani mga leader pagsik kani banuwa.","Therefore you parents, you should be interested in having your children attend school so that your children, they may also later become leaders of this country.","Kaya naman kayong mga magulang, dapat maging interesado kayo sa pagpapa-aral sa inyong mga anak para ang mga anak ninyo, baka sila rin balang araw ang maging lider ng bansang ito.","Busa kamong mga ginikanan, angay kamong magpakita og interes sa pagpaeskwela sa inyong mga anak aron ang inyong mga anak, mahimo sab unya silang mga lider niining nasora."
SENT-0534,Na kapiyalan na ágpid kani banuwa takud áskandan ikóskuwila na mikakatig.,And they will be trustworthy in leading this country because of their having been able to attend school and having become knowledgeable.,At sila ay magiging mapagkakatiwalaan sa pamumuno sa bansang ito dahil nakapag-aral sila at nagkaroon ng kaalaman.,Ug sila mahimong kasaligan sa pagpangulo niining nasora tungod kay nakaskwela sila ug nakabaton og kahibalo.
SENT-0535,"Purisu entero gabatà yu, póskuwila yu, para áskandan mému mga leader tut tapuli álló.","Therefore as for all your children, have them attend school, so that they can become leaders in the future.","Kaya tungkol sa lahat ng inyong mga anak, papag-aralin ninyo sila, para sila ay maging mga lider sa hinaharap.","Busa para sa tanan ninyong anak, paskwelaha sila, aron mahimo silang mga lider sa umaabot."
SENT-0536,Na tô nángngà kapiyalan ta na mid ka banuwa.,Then we will be adequately trustworthy in leading the country.,Pagkatapos tayo ay magiging sapat na mapagkakatiwalaan sa pag-akay sa bansa.,Unya kita mahimong igong kasaligan sa paggiya sa nasod.
SENT-0537,"Na katinuruan áskandan tô nángngà ágpid katô kóddô, ágpid katô kandan kamanubuan, takud ta áskandan itinuruan tun ta iskuwilaan.","They will be taught what is the adequate way to lead their lives, to conduct themselves, on account that it is they have been taught at school.","Tuturuan sila kung ano ang sapat na paraan upang mamuno sa kanilang buhay, upang isagawa ang kanilang sarili, sa account na ito ay sila ay itinuro sa paaralan.","Tudloan sila kung unsa ang igong paagi sa paggiya sa ilang kinabuhi, paggawi sa ilang kaugalingon, tungod niini gitudloan sila sa eskuylahan."
SENT-0538,Tô kasu,Litigation,Kaso,Kaso
SENT-0539,"Datù, igsadun a dini áknikó su tô pamula ku, dakál é misirà.","Datu, I have come here to you because my crop, a lot of it was destroyed.","Datu, pumunta ako rito sa iyo dahil ang pananim ko, marami sa mga ito ang nasira.","Datu, nianhi ko dinhi kanimo kay ang akong mga tanom, daghan ang nangadaot."
SENT-0540,Igkan ka kudà.,A horse ate it.,Kinain ito ng isang kabayo.,Usa ka kabayo ang nikaon niini.
SENT-0541,"Batad ku asta ámmé ku, misirà.","My corn and my rice, they were destroyed.","Ang aking mais at ang aking palay, nasira ang mga ito.","Ang akong mais ug ang akong palay, nangadaot sila."
SENT-0542,Tô gó tô igsadun a dini áknikó su pabayadan ku tô.,That is why I have come here to you because I will require payment for it.,Kaya ako pumunta rito sa iyo dahil sisingilin ko ng bayad ito.,Mao nga mianhi ko dinhi nimo kay pabayran ko kini.
SENT-0543,Pira dán álló migkan ka kudà tô pamula nu?,For how many days already did the horse eat your crops?,Ilang araw na ba kinain ng kabayo ang mga pananim mo?,Pila na ka adlaw nga nikaon ang kabayo sa imong mga tanom?
SENT-0544,Sábbad álló asta sábbad dukilám.,One day and one night.,Isang araw at isang gabi.,Usa ka adlaw ug usa ka gabii.
SENT-0545,Duwán mga sábbad álló katô.,That was about one day.,Mga isang araw yun.,Mga usa kadto ka adlaw.
SENT-0546,Na ándin tô pabayadan nu?,And what will you require to be paid?,At ano ang hihingin mong kabayaran?,Ug unsa man ang imong pabayran?
SENT-0547,Ó misóddóran nu ka sadan tô tigatun katô kudà igkan katô mga pamula nu?,Or do you know who is the owner of the horse that ate your crops?,O alam mo ba kung sino ang may-ari ng kabayong kumain ng pananim mo?,O kahibalo ba ka kung kinsay tag-iya sa kabayo nga nikaon sa imong mga tanom?
SENT-0548,"Duwán sábbad igsadun tut balé, igkagi katô kudà.","Someone came to my house, and he spoke of the horse.","May pumunta sa bahay ko, at sinabi niya tungkol sa kabayo.","Adunay nianha sa akong balay, ug naghisgot siya bahin sa kabayo."
SENT-0549,Migámmát din.,He caught it.,Nahuli niya ito.,Gidakop niya kini.
SENT-0550,Ikasóddór sikandin na duwán tigatun katô kudà.,He knew that there was an owner of the horse.,Nalaman niya na may may-ari pala ang kabayo.,Nahibaw-an niya nga adunay tag-iya ang kabayo.
SENT-0551,"Na, tô gó tô pamula ku na pabayadan ku ka sadan é tigatun katô kudà.",Now that’s why it is my crop that I will require payment for from whoever is the owner of the horse.,Ngayon kaya nga ang pananim ko ang sisingilin ko ng bayad mula sa kung sino man ang may-ari ng kabayo.,Karon mao nang ang akong tanom maoy akong pabayran sa kon kinsa man ang tag-iya sa kabayo.
SENT-0552,"Tô migkita katô kudà migkan katô pamula nu, misóddóran din ka sadan kudà?","As for the one who saw the horse eating your crop, did he know whose horse it is?","Tungkol sa nakakita sa kabayo na kumakain ng iyong pananim, alam ba niya kung kaninong kabayo ito?","Bahin sa nakakita sa kabayo nga nikaon sa imong tanom, nahibal-an ba niya kung kang kinsang kabayo kini?"
SENT-0553,Igulit din áknikó ka sadan é tigatun katô kudà?,Did he tell you who is the owner of the horse?,Sinabi ba niya sa iyo kung sino ang may-ari ng kabayo?,Gitudloan ba ka niya kung kinsa ang tag-iya sa kabayo?
SENT-0554,"Tô tigatun katô kudà, igkagi sikandin, na mà din, “Tô kudà igkan katô pamula nu batad asta ámmé, ki Lumayon.”","As for the owner of that horse, the reporter spoke, saying, “The horse that ate your corn and rice crop, it pertains to Lumayon.”","Tungkol sa may-ari ng kabayong iyon, nagsalita ang nagbalita, na nagsasabing, ""Ang kabayo na kumain ng iyong tanim na mais at palay, ito ay kay Lumayon.""","Bahin sa tag-iya nianang kabayo, misulti ang tigbalita, nga nagaingon, Ang kabayo nga nikaon sa imong mais ug palay, kang Lumayon kini."
SENT-0555,"Na, tô igulit kanak, si Gregorio Ambat, na tô gó tô patawar nu si Lumayon Ogawan, su dakál misirà katô pamula ku.","Now the one who told me, it was Gregorio Ambat, and that is why you should summon Lumayon Ogawan, because a lot of my crop has been destroyed.","Ngayon ang nagsabi sa akin, ito ay si Gregorio Ambat, at kaya dapat mong ipatawag si Lumayon Ogawan, dahil marami sa pananim ko ang nasira.","Karon ang nag-ingon nako, si Gregorio Ambat kadto, ug mao nga angay nimong ipatawag si Lumayon Ogawan, kay daghan sa akong tanom ang nangadaot."
SENT-0556,"Kakalyag ku ni dád gó álló ni na kasóddóran ku na tô kudà I Lumayon na intrigun kannun áknikó, su pabayad a katô dakál misirà pamula ku.","My desire this very day is to know that it is Lumayon’s horse that will be handed over as collateral to you, because I will require payment for my greatly destroyed crop.","Ang hiling ko sa araw na ito ay malaman na ang kabayo ni Lumayon ang ibibigay na kolateral sa iyo, dahil hihingi ako ng kabayaran sa malaki kong nasirang pananim.","Ang akong gusto karong adlawa nga mahibal-an nga ang kabayo ni Lumayon ang ihatag nga collateral o garantiya kanimo, kay mangayo man kog bayad sa dako kaayong kadaot sa akong tanom."
SENT-0557,"Bánnal, Gregorio Ambat, sikuna tô mikakita katô kudà i Lumayon migkan katô batad asta ámmé i Alfredo Lambac?","Is it true, Gregorio Ambat, that you were the one who happened to see Lumayon’s horse eating Alfredo Lambac’s corn and rice?","Totoo ba, Gregorio Ambat, na ikaw ang nakakita sa kabayo ni Lumayon na kinakain ang mais at palay ni Alfredo Lambac?","Tinuod ba, Gregorio Ambat, nga ikaw ang nakakita sa kabayo ni Lumayon nga nagkaon sa mais ug palay ni Alfredo Lambac?"
SENT-0558,Bánnal igkita ku dutun ta kinamát i Alfredo Lambac.,It is true I saw it the horse in Alfredo Lambac’s field.,Totoo na nakita ko ang kabayo sa bukid ni Alfredo Lambac.,Tinuod nga nakita nako kini ang kabayo sa uma ni Alfredo Lambac.
SENT-0559,"Na igkilala ku na tô kudà tô, ki Lumayon Ogawan.","And I recognized that that very horse, it pertains to Lumayon Ogawan.","At nakilala ko na mismong ang kabayong iyon, iyon ay kay Lumayon Ogawan.","Ug nailhan nako nga kanang kabayoa, kang Lumayon Ogawan kana."
SENT-0560,Mému pasóddórán nu si Lumayon Ogawan na madun kannun su para mémbistigar ku ka bánnal kandin tô kudà migkan katô pamula i Alfredo Lambac?,Would it be possible for you to inform Lumayon Ogawan that he should come here so that I can investigate whether it is true that his was the horse that ate Alfredo Lambac’s crops?,Pwede mo bang ipaalam kay Lumayon Ogawan na pumunta siya rito para maimbestigahan ko kung totoong kabayo niya ang kumain sa pananim ni Alfredo Lambac?,Mahimo ba nimong ipahibalo kang Lumayon Ogawan nga moanhi siya dinhi aron ma-imbestigahan nako kung tinuod ba nga iyang kabayo ang nikaon sa mga tanom ni Alfredo Lambac?
SENT-0561,Kakalyag ku ni dád gó álló gó ni pasadunán kannun.,My desire this very day is to have him come here.,Ang gusto ko mismong araw na ito na papuntahin siya rito.,Ang akong gusto karong adlawa kay ang pagpaanhi kaniya dinhi.
SENT-0562,"Na, sadunan ku dutun si Lumayon Ogawan, “Na, bánnalbánnal patawarán ka katô datù su tô kudà, áknikó tô.","Now I will go there to Lumayon Ogawan and say, “Now surely the datu will summon you because the horse, it is yours.","Ngayon pupuntahan ko si Lumayon Ogawan at sasabihing, ""Ngayon tiyak na ipapatawag ka ng datu dahil yung kabayo, sa iyo iyon.","Karon moadto ko didto kang Lumayon Ogawan ug muingon, Karon siguradong ipatawag ka sa datu kay ang kabayo, imo kadto."
SENT-0563,"Na madigár kani ka dutun kat datù para kaligraan ta, su si Alfredo Lambac, bánnalbánnal ágpabayad katô pamulanán, su dakál misirà katô pamulanán din ámmé asta mga batad.”","And it would be good later if you go to the datu so that we can mediate the disturbance, because as for Alfredo Lambac, he will surely require payment for the crop, because a lot of his rice and corn crop was destroyed.”","At mas mabuti mamaya na pumunta ka sa datu para maayos natin ang gulo, dahil si Alfredo Lambac, siguradong hihingi siya ng bayad para sa pananim, dahil marami sa kanyang tanim na palay at mais ang nasira.""","Ug mas maayo unya kung moadto ka sa datu aron maareglo nato ang gulo, kay bahin kang Alfredo Lambac, seguradong mangayo siyag bayad para sa tanom, kay daghan sa iyang palay ug mais ang nangadaot."
SENT-0564,"Ándin, kannun dán si Lumayon Ogawan?","What are you saying, is Lumayon Ogawan already here?","Ano kamo, nandito na ba si Lumayon Ogawan?","Unsay buot mong ipasabot, ania na ba si Lumayon Ogawan?"
SENT-0565,"Atin kannun dán, na kakalyag ku, ménsà ku sikandin ka bánnal na tô kandin kudà tô migkan katô pamula i Alfredo Lambac.","If he is already here, then my desire is, I will question him if it is true that his horse was the one that ate Alfredo Lambac’s crop.","Kung nandito na siya, ang gusto ko, tatanungin ko siya kung totoo ba na kabayo niya ang kumain ng pananim ni Alfredo Lambac.","Kung ania na siya, ang akong gusto kay, pangutan-on nako siya kung tinuod ba nga iyang kabayo ang nikaon sa tanom ni Alfredo Lambac."
SENT-0566,"Na, kannun dán, Datù, su igsadunan ku tut balé din.","Now he is already here, Datu, because I went to him at his house.","Ngayon nandito na siya, Datu, dahil pinuntahan ko siya sa bahay niya.","Karon ania na siya dinhi, Datu, kay miadto ko kaniya sa iyang balay."
SENT-0567,Na madun dán gó diyan áknikó.,And he will now come to you.,At pupunta na siya sa iyo ngayon.,Ug moadto na siya karon nganhi nimo.
SENT-0568,Kannun dán gó.,He is indeed already here.,Nandito na nga siya.,Ania na gayod siya dinhi.
SENT-0569,"Ó, si Lumayon Ogawan dán gó ni?","Oh, is Lumayon Ogawan already here?","Oh, nandito na ba si Lumayon Ogawan?","Oh, ania na ba si Lumayon Ogawan?"
SENT-0570,"Na, madigár su igsadun ka kannun, su si Alfredo Lambac, duwán igulit din kanak, tô kudà nu, milángngaan, migkan katô pamula din.","Now it is good because you have come here, because as for Alfredo Lambac, there is something he has told me, that your horse, it became untethered, it ate his crop.","Ngayon mabuti dahil pumunta ka rito, dahil tungkol kay Alfredo Lambac, may sinabi siya sa akin, na yung kabayo mo, nakawala sa pagkakatali, kinain nito yung pananim niya.","Karon maayo kay nianhi ka dinhi, kay bahin kang Alfredo Lambac, duna siyay gisulti nako, nga ang imong kabayo, nakabuhi kini, gikaon niini ang iyang tanom."
SENT-0571,"Na, madigár su kannun ka.",Now it is good because you are here.,Ngayon mabuti dahil nandito ka.,Karon maayo kay nia ka.
